study_time_hours,exam_result
5.01,92.9
3.44,45.2
2.2,40.9
7.89,78.4
4.37,94.3
5.1,78.6
3.27,58.6
4.01,77.4
2.3,50.8
3.43,61.5
5.02,53.5
6.5,88.9
6.42,100
0.09,51.6
4.28,69.1
2.99,66.1
4.86,77.4
7.05,72
6.2,90.7
2.65,54
5.91,52.3
0.81,42.8
1.03,31
1.8,40.8
3.2,62.6
4.09,51.6
3.18,52.9
5.02,91.4
0.99,55
4.17,44.8
2.18,52
2.92,52.5
4.07,49.6
1.06,46.7
3.11,56.4
6.09,73.9
2.22,59.6
6.12,81.3
1.85,64.3
6.03,60
1.56,48.2
7.61,68.3
1.23,57
7.91,83.9
1.83,52.4
5.68,72.9
2.44,35.6
0.66,27.4
0.2,49.9
1.18,29.6
3.26,54.8
4.64,82.9
3.83,60.1
5.04,54.3
0.77,37
5.41,70.6
6.28,88.1
1.85,38.9
6.34,63.1
2,86
3.55,60.3
6.45,63.9
5.5,77.8
4.03,50
2.96,34.3
4.51,85.3
4.16,72.4
7.77,93.3
6.61,86.2
0.93,50.3
3.3,58.1
4.7,94.1
5.64,71.5
1.42,26.7
6.65,81.4
5.04,99.3
0.54,36
0.47,19.599
5.49,43.4
6.04,97.7
2.48,61.7
1.3,45.5
1.76,54
3.14,72.6
5.06,40.3
1.5,32.4
6.33,73.4
1.99,53.7
6.48,86.1
7.39,91.4
1.31,37.6
7.34,91.3
5.64,92.7
7.1,76.5
2.77,36.7
6.91,73.9
3.81,52.4
1.52,55.6
7.91,92.2
7.58,79.5
1,69.1
3.65,75.5
7.89,100
4.39,55.8
3.98,55.4
1.56,40.4
3.36,47.9
3.99,70
5.71,77.5
3.6,65.3
5.08,72.4
0.81,43.9
6.11,56
0.08,43.9
5.14,66
6.61,81
6.13,66.6
1.18,45.5
6.75,82.9
0.63,41.6
0.53,54.5
6.58,73.1
1.46,72.6
3.58,42.6
7.49,81.8
1.67,58.4
6.24,64
4.68,51.5
3.25,39.3
3.67,80.4
3.28,46.9
6.62,63.7
6.51,71.7
2.99,47.6
5.58,61.7
4.25,83
5.99,67.2
0.4,41
2.69,71.7
2.69,59.4
4.77,62.3
1.66,51.6
4.25,97.4
7.84,100
0.35,52.1
4.03,61.6
1.11,37.4
4.66,70.8
1.93,82.1
7.22,92.8
2.54,62.9
7.67,71.3
0.08,37.8
6.66,67.2
2.09,54.5
1.61,83.9
7.07,82.6
2.43,34.2
4.67,64.7
5.89,59
3.35,51.6
0.81,28.1
7.38,93.7
5.18,71.2
7.14,68.3
6.14,78
6.19,84.3
4.72,61.4
0.08,76.1
7.06,30.2
6.65,73.6
5.82,75
7.03,84.8
1.47,34.6
2.25,50.5
1.26,61.3
5.17,100
3.51,50.6
0.82,51.1
4.61,55.9
2.71,80.5
3.92,67.3
2.09,44.7
1.29,40.7
3.61,52.9
1.81,68.5
3.24,66.3
3.06,74.7
7.52,74.6
1.49,56.1
2.29,30.8
6.33,43.9
2.37,63.7
3.84,46.2
6.1,100
0.08,29.6
7.65,73.6
3.7,56.5
6.08,93.2
7.37,91.3
7.01,81.3
1.76,41.3
4.44,55.8
3.29,63.6
4.26,56.7
6.24,93.3
2.84,66.9
3.82,42.4
4.86,65
2.16,48.2
4.85,66.3
1.19,35.9
4.97,49.1
1.15,33.9
6.21,87.1
1.55,56.3
5.17,50.4
4.65,53.6
3.4,55.3
5.16,70.4
6.77,70.4
0.96,29
5.41,86.5
3.28,70.6
5.39,87.4
7,100
5.22,73.5
1.28,58.3
3.33,64.5
4.4,66.8
1.02,65.2
5.15,62.1
5.71,69.4
6.1,80.6
0.96,72
5.64,81.9
2.93,58.8
1.69,59.6
4.19,46.4
4.58,56.6
3.65,92.5
6.73,81.6
1.25,67.3
3.26,41.6
2.14,39.4
0.39,38
2.71,48.7
5.74,56.1
4.19,45.4
3.35,61.4
3.8,67.1
2.5,74.5
0.98,35.2
4.72,83.2
6.52,88
6.31,72.7
1.87,33.2
3.47,85.3
4.42,58
6.42,88.9
1.57,71.8
1.06,50
7.45,87.9
1.17,42.9
7.91,100
4.79,78.1
3.99,51.7
1.51,49.7
6.88,88
1.38,32.5
3.21,71.4
0.38,43.5
0.18,67.4
5.84,75.2
1.66,42.7
4.81,76.5
5.79,80
3.93,59.5
5.25,61.4
1.93,65.8
6.54,78
1.65,49.7
4.72,51.7
6.69,93.4
6.35,76.8
0.41,41.8
2.94,56.2
6.82,62.3
6.81,82.3
5.09,85.5
0.87,42.6
3.23,47.9
7.69,89.8
0.85,37.4
6.41,62.3
3.34,75.2
5.96,63
0.43,53.8
0.08,46.2
2.41,65.5
6.96,66.7
5.44,77.8
4.89,71.3
7.91,52.6
2.78,48.3
6.8,89.8
0.88,73.8
1.37,49.8
3.82,39.7
7.68,85.9
5.63,69.2
0.9,22.2
7.64,95.9
6.13,96.4
5.89,77.8
4.41,69.9
3.15,50.8
0.88,43.2
4.96,59.1
1.02,52.8
4.72,81.4
4.32,76.8
4.77,43.8
6.61,82
3.29,59.8
3.49,70.1
0.48,60.6
2.3,46.2
0.65,46
1.13,27.4
3.41,52.8
3.26,68.7
7.49,99.9
0.95,51.3
1.19,63.9
6.01,65.1
0.18,36.2
5.21,53.8
5.98,87.5
5.03,91.4
2.3,54.8
0.83,68.4
7.91,73.1
6.87,84
5.85,70.6
1.5,33.7
3.45,53.7
5.68,67.9
0.81,39.2
7.66,83.2
7.64,95.7
1.2,61.6
1.58,46.2
2.91,55.4
3.61,57.6
3.53,47.1
5.51,72.6
3.76,33.5
1.47,49
2.09,27.9
3.29,48.6
4.15,70.7
7.38,73.4
0.77,35.9
6.43,76.9
2.49,49.5
5.82,88.8
2.07,51.7
3.08,59.9
3.55,49.2
6.01,100
1.33,55
2.77,58.8
4.23,55.8
5.26,71.3
0.61,35.6
0.76,21.1
5.75,70
2.93,55.5
1.32,52.3
2.11,54.7
4.79,74
7.63,79
5.86,82.8
6.38,56.3
4.87,58.1
2.97,57.1
7.7,97.4
0.65,41.3
6.47,99.5
2.07,72.8
4.86,81.4
7.86,75
6.74,91.3
6.8,77.3
6.58,74.9
3.63,44.1
3.14,68.5
4.15,89.6
2.28,49.3
3.83,72.1
1.01,68.6
7.14,72
5.89,72.1
0.5,40.1
5.28,100
6.07,70
6.89,63
2.63,79.4
5.05,62.2
2.21,81.5
6.79,88.1
7,67.7
0.61,27
2.28,48.2
0.82,40.7
3.19,47.6
0.08,46.9
6.26,76.5
3.45,63.1
4.27,67.7
5.94,66.1
5.7,88.6
2.52,72.5
6.26,78.1
5.13,69.5
1.75,35.7
0.23,26.7
6.05,61.7
1.33,29.6
0.9,23.3
3.36,52
7.37,66.2
5.75,60.5
6.38,76.6
2.16,45.8
6.68,64.3
3.32,57.9
7.84,85.7
4.56,19.7
4.85,53.3
7.32,100
7.59,99.2
0.14,44.6
1.86,58
4.91,39.8
0.08,59.3
2.54,59.4
1.57,52.7
4.19,70.5
4.78,77.4
1.51,59.4
4.29,56.2
3.17,47
7.91,74.7
0.52,51.8
6.73,91.2
7.91,96.5
4.33,54.3
5.44,87
1.02,19.599
2.81,60.7
1.45,23.6
4.67,52.6
7.54,100
0.24,41.7
3.96,64
5.79,75.7
3.44,45.1
4.31,61.5
3.62,66.4
4.78,71.5
0.55,54.7
4.37,82.1
4.09,72
1.45,40.6
4.28,46.1
3.71,76
4.75,61.3
4.51,84.4
3.24,39.6
6.25,76.1
2.86,67.6
3.8,81.6
3.41,59
3.89,71
6.4,77.4
5.68,66.1
0.34,21.2
3.96,64
1,48.7
5.83,67.6
7.89,100
4.95,73.2
3.04,53.2
0.58,52.1
2.66,69.1
4.2,44.6
7.05,73.2
4.1,53.3
7.88,100
2.95,39.5
0.08,40.4
5.03,74
1.75,34.2
1.95,45.4
0.14,47.4
4.25,73.5
1.98,40.4
7.91,70
6.69,74.2
5.77,81.6
2.83,43.5
0.57,45.2
5.35,60.4
0.18,52.1
3.53,62.8
0.42,46.9
4.48,49.4
4.48,46
4.24,63.1
5.72,67.3
1.83,57.7
1.94,26.4
3.33,53
5.62,81.1
0.93,28.2
7.09,85.7
2.02,46.4
1.02,39.8
4.79,70.5
2.2,48.3
3.27,66.5
0.49,33.9
3.72,77
2.43,75.9
1.36,62.8
3.09,49.7
6.16,67.3
6.11,70.8
2.88,54.1
7.79,82.6
1.01,36.6
6.84,91
7.83,89.8
4.58,60.2
0.48,35.9
7.37,95.3
3.5,52.6
1.38,53.8
7.13,99.6
3.42,75.4
4,68.8
4.57,75.7
7.25,91.7
4.03,67.2
7.11,86.6
1.36,59
4.93,62.1
4.2,79.9
2.6,46.7
1.7,46.9
0.56,19.599
2.09,52.4
5.44,74.6
2.23,47
5.82,46.3
7,68.9
5.55,71.1
6.44,80
4.59,79.7
7.57,96.4
6.1,96.7
2.58,60.8
5.79,78.1
5.37,83.5
6.01,66.5
2.55,59.7
4.08,67.8
7.04,92.8
7.81,99
2.88,68.7
3.89,60.9
2.65,45.4
5.74,88.3
0.31,49.9
7.63,100
4.39,63.1
2.17,47.6
0.3,39.9
4.49,62.8
4.69,48
5.56,69.6
4.2,76.6
4.13,69.4
2.43,50.5
1.55,31.4
2.01,37.3
3,44.1
6.19,66.3
0.95,36.5
5.15,65.3
0.3,24.8
0.34,41.4
2.19,52.8
2.86,31.4
1.52,61.4
7.09,72.1
2.44,60.7
3.75,62.2
7.91,98.1
2.03,39.2
4.95,74.9
5.97,52.1
2.17,51.5
0.46,68.5
6.33,72.9
2.31,38.2
2.57,38.4
3.32,87.1
0.31,36.2
6.81,77.1
6.91,81.3
6.97,80.7
1.46,65.2
7.81,94.1
5.29,78.5
4.74,70.9
5.78,100
6.05,100
3.33,80.6
4.67,68.5
4.68,77.9
0.08,48.8
0.08,40.3
3.77,69.5
4.47,47
5.66,70.1
6.02,86.8
4.69,63.4
2.28,55.8
4.95,61.4
2.08,30.7
6.54,86.7
3.39,55.2
7.16,71
1.02,48.9
5.64,63.9
3.43,68.4
1.02,59.7
4.47,62.4
1.69,40.7
2.34,55.3
3.65,61.4
2.91,61.7
3.11,90.8
3.18,77.8
0.14,42.1
2.94,69.6
3.15,72.2
4.74,58.2
3.85,57.7
1.38,45.6
4.7,58.7
0.28,51.3
2.67,90.2
4.96,58.5
4.99,83.2
1.44,59.3
2.71,55.5
3.66,54
3.29,32.8
5.48,48.2
5.92,76.1
0.33,66.9
5.96,77
7.03,46.8
7.31,89.2
0.45,40.2
7.07,81.7
1.31,29.4
2.71,79.1
3.05,61
2.39,73.4
2.36,66.3
1.36,63.9
5.27,69.6
4.64,70.6
4.91,78.3
4.17,71
1.77,45.9
4.69,67.7
5.23,76.5
0.42,52.7
7.9,89.5
4.64,88.4
5.11,52.9
4.56,87.4
5.53,86.5
5.25,74.4
6.39,67.3
1.29,35.2
1.31,46.2
1.76,52.2
7.71,76.8
2.86,76.4
2.53,52.1
1.83,42.3
3.85,51.9
7.24,71.3
5.39,60.1
1.5,25
6.7,98.1
7.56,100
5.7,86
4.75,78.1
5.37,54
5.89,92.7
6.88,83.3
5.27,88.3
4.25,47.7
1.46,33.3
2.99,58.5
0.68,43.5
5.83,74.9
7.91,77
0.77,35.1
3.52,72.2
5.6,69.5
0.24,45.5
3.52,63.4
6.36,91.4
2.35,46.5
5.28,83.8
4.86,75.6
5.6,56.3
1.92,88.2
1.35,19.599
0.14,31.3
3.84,67.6
1.49,44
5.21,80.5
4.39,82.6
6.67,96.7
6.42,79.5
2.89,63.2
2.37,39.4
0.66,27.4
6.05,81.6
3.97,63.2
2.69,61.1
5.63,77.1
2.19,48.3
3.82,72.4
3.49,54.4
2.16,33.9
6.32,74.7
5.66,73
4.16,74.6
5.53,73
0.72,36.1
3.44,63.9
4.8,74.1
3.15,30.3
5.71,84.2
4.18,68.9
3.06,67.8
3.32,72.6
5.73,52.8
0.53,44.5
6.71,88.8
0.46,41.3
1.06,50.3
6.48,88.8
3,72.7
3.68,54.7
2.98,40
0.74,39.3
4.87,87
5.51,96.6
1.52,49.6
6.02,100
0.8,56.2
6.2,100
5.61,81.5
7.3,90.3
6.51,89.9
6.76,82.9
7.66,75.1
6.75,81.6
6.37,81.3
1.57,32.1
6.04,66.3
5.06,74.2
7.69,75.6
5.76,85.2
2.08,57.1
1.31,36.6
2.25,47.9
3.84,58.5
5.22,52.1
1.72,39.5
1.86,70.8
2.41,29.6
6.46,81.2
2.92,69.3
0.63,39.9
4.36,57.9
0.08,53.4
5.39,71.3
6.74,69.9
1.33,33.9
6.76,59.9
5.43,86.1
0.79,24
1.82,72
1.82,45.7
1.65,40.6
2.68,72.1
7.26,85.8
1.79,76.6
7.41,82.3
4.4,59.8
4.14,77
5.39,91.8
6.45,77.7
7.66,67.6
0.08,40.2
3.19,34
1.43,80.5
1.21,23.3
1.18,35.2
5.68,88.1
0.41,35.2
6.69,96.8
6.02,71.9
3.27,66
3.4,61.8
5.43,59.7
0.09,43.4
3.1,70.1
1.44,47.8
1.45,56.9
4.4,43
1.97,60.8
3,44.6
5.74,88.7
4.97,69.7
2.64,29.4
0.4,39.5
0.21,60.1
3.9,50.3
3.37,49.6
6.37,58.7
0.66,57.1
6.8,63.4
1.7,47.6
2.81,37
6.88,82.9
6.7,59.2
4.12,68
0.65,48
4.72,45.7
6.09,89.2
2.1,57.8
1.46,35.7
3.98,47.7
5.99,91.5
4.04,30.4
1.92,39.7
6.95,77.8
6.98,92.7
5.27,88.9
0.59,49.7
1.86,42.9
4.95,67.9
6.25,91.8
3.79,71.6
2.43,39.8
7.08,76.4
3.05,54.1
7.33,90.4
4.26,91.8
4.91,59.9
1,40.7
2.14,48.6
7.8,85.3
5.75,70.8
3.82,55
4.17,58.4
0.7,60.9
6.27,74
0.57,30.8
3.1,53.4
3.29,34.6
4.82,62.8
3.32,61.2
7.69,73.2
6.38,56.4
7.67,93.2
4.15,71.3
2.42,64.2
7.85,76.4
0.65,66
7.42,100
0.77,39.2
6.46,70.8
6.24,83.2
5.28,80.3
6.26,89.9
0.7,31.7
2.99,55.9
2.69,50.9
7.85,73.7
3.78,59.7
0.4,59.7
2.07,66.8
6.75,69.4
7.13,85.1
7.42,79.1
1.15,31
5.5,73.4
3.22,59.8
5.88,74.7
6.6,76.7
2.09,33.3
4,70.2
2.62,29.4
3.65,62.4
2.32,43
2.72,53
2.18,51.9
2.39,58
4.62,78.9
4.8,61.7
7.37,100
3.12,40.7
5.26,77.5
7.72,94.4
3.73,39.7
6.23,76.3
7.76,82
6.32,73.7
0.64,33.9
1.54,66.1
2.36,43.3
5.49,58.3
5.37,55.9
1.1,39.6
3.59,39.8
3.37,73.8
5.52,87.8
2.09,57.7
1.9,19.599
4.77,48.3
0.66,19.599
5.35,44.6
3.52,54.1
4.29,57.8
6.42,98.9
1.45,58.1
1.68,36.4
7.21,91.3
5.93,74.5
2.1,49.4
5.77,80.7
3.66,50.9
4.94,74.5
6.29,73.6
0.36,38.1
4.89,95.3
2.71,58.9
4.13,61.4
2.91,57.4
7.53,84.4
4.78,56
6.77,83.4
2.05,63.6
2.92,75.4
6.3,63.3
1.88,49.9
7.91,97.6
5.28,65.8
7.17,70.2
0.84,28.1
3.31,61.9
2.69,60.8
7.77,94.1
1.16,54
5.99,74.4
5.05,66.6
6.81,66.1
7.82,78.3
6.45,76
2.02,48.8
6.67,96.7
4.21,40.9
5.23,70.2
2.24,52.2
6.53,86.1
3.56,88.1
6.47,99.5
3.42,62.1
4.93,70.6
0.82,35.1
0.74,52.7
7.62,93.9
5.81,88.9
1.38,56.2
4.78,77.4
6.25,74
4.79,70.3
3.59,72.8
6.68,65.5
0.41,30.6
5.07,56.3
3.78,55.7
5.19,78.3
2.32,75.3
1.3,48.8
7.79,77.5
6.91,74.9
7.27,75.1
6.15,90.2
0.52,69.4
5.02,100
3.05,52.3
2.67,39.9
1.99,47.2
1.45,26.1
1.12,36.9
0.97,43.8
5.69,71.7
7.44,79.9
3.04,61.7
0.85,32.6
1.77,41.4
5.98,75.6
2.79,54.2
5.3,97
1.64,34.6
6.05,82.1
5.24,78.9
1.78,36.9
7.46,89.1
4.18,69.2
1.76,27.6
4.53,65
3.32,81.7
7.34,53.4
2.48,82.1
7.09,66.3
5.94,89
5.44,91.8
1.47,35.6
0.69,49.2
6.92,79.5
4.56,81.7
7.72,95
4.13,46.1
4.73,40.8
7.91,100
5.73,79.3
2.88,44.3
6.62,55.9
2.36,47.6
4.2,51
1.9,50.3
7.91,98.6
7.48,72.5
6.99,50.3
3.21,51.6
5.83,71.3
2.09,74
3.12,56.8
6.44,69.4
0.45,43.8
0.4,31.8
5.29,61.9
6.2,80.8
3.07,59.4
5.4,65.1
7.22,60.9
0.8,49.3
6.64,64.6
4.65,57.7
3.38,40.4
0.41,32.1
3.07,91.7
6.35,67.1
4.34,55.2
1.41,54.4
1.86,71.1
6.78,100
3.46,78.4
0.76,49.3
7.79,78.7
2.03,52.4
6.37,60.8
0.1,52.8
2.05,44.3
2.7,40.6
6.88,83.3
5.98,83.5
2.46,67.7
6.3,70.3
6.48,87.8
4.1,80.1
4.06,93.8
4.08,67.8
1.34,41.7
6.5,85.2
5.72,89.4
6.8,76.2
6.53,60.6
6.28,99.6
6.24,62.5
7.56,79.1
4.84,57.3
6.62,84.3
6.41,60.7
2.16,55.7
4.53,58.5
5.84,88.3
0.83,47.4
4.24,57.8
0.08,19.599
1.92,56.1
3.89,47.8
2.46,31.9
6.17,73.2
5.1,55.2
2.14,43.3
0.14,47.9
2.04,63.2
4.15,66.9
6.1,88
4.83,62.2
0.45,44.2
3.73,45.6
7.68,88
7.23,79.4
5.94,77.5
2.27,56.8
0.18,32.1
3.65,65.2
3,77.5
5.41,75.4
0.56,46.9
7.39,60.9
5.89,74.9
7.77,79.7
6.92,87.7
3.44,40.5
5.3,93.7
6.77,95.7
1.63,67.9
0.08,34
2.46,42.9
3.5,47.2
5,89.6
2.11,58.2
3.54,65.5
5.19,84.6
6.6,67.4
1.82,56.8
6.4,65.5
7.51,93.1
3.28,42.3
4.42,52.1
0.08,30.5
5.68,98.5
6.98,83.6
0.16,44.7
6.75,86.8
1.19,21.5
6.74,59.5
4.34,61.7
2.96,47.7
7.53,76.4
4.9,61.8
0.31,35.9
6.13,58.8
1.46,22.6
7.39,67.5
1.33,52.6
3.9,69.7
4.18,83
4.51,58.6
4.27,56.6
3.51,68.5
5.7,69.7
1.24,33.9
6.3,75.3
0.3,32.2
6.74,63.2
6,87.4
6.36,66
2.38,39.4
6.8,77.3
5.53,82.8
7.75,67
0.16,28
6.32,82.8
4.99,58.8
7.91,100
3.54,70.5
2.24,79.4
7.04,100
2.61,42.2
5.62,82.9
2.65,75.1
7.57,94.3
4.21,59.4
2.56,54.8
6.58,100
0.5,19.599
0.75,74.9
6.69,98.7
2.59,59.2
1.41,31.5
4.7,74.5
2.04,45.6
7.9,99
6.56,73.7
7.11,85.9
6.67,87.4
7.09,100
2.7,60
5.39,80.3
7.26,83.7
5.49,74.4
7.91,84.8
6.92,88.4
0.57,50.7
4.01,50.3
2.2,58.8
7,54.5
7.5,69.9
4.53,91.1
0.47,55.8
2.77,44.4
1.51,65.8
4.23,77.7
7.88,75.8
2.75,58.3
5.87,57.3
6.65,92.6
6.64,78.6
1.2,24.7
1.9,45.5
1.79,40.7
2.38,92.1
0.37,30.4
4.32,58.7
5.93,77.3
2.09,49.5
5.12,61.3
4.36,70.6
0.79,53.5
1.92,62.6
1.93,52
3.91,44.5
5.02,68.4
2.41,46.5
1.02,32
2.15,58.6
0.32,35
5.99,79.5
5.59,66.3
5.37,61.1
4.94,63.5
2.38,42.3
0.92,49.8
4.79,72.4
5.86,87.2
6.49,79.9
5.81,76.2
5.27,70.1
6.6,44.4
6.09,73.1
7.56,83.5
0.08,19.599
1.17,49.6
4.64,59.7
3.21,66.1
2.72,65
5.97,80.2
4.29,57.6
4.21,63.8
0.4,25.2
3.69,54.9
4.86,68.5
2.24,19.599
1.91,45.1
4.4,54.3
7.3,89.3
0.93,32.9
2.47,68.2
0.47,50.8
2.6,57.4
5.56,84.6
2.55,60.9
3.19,53.2
7.48,75.5
2.78,58.7
4.32,63.2
7.47,88
4.07,47.3
1.36,43.4
1.14,30.2
7.19,83.3
7.09,66.3
2.01,67.1
4.99,71.4
1.33,30.9
1.85,70.8
7.37,93.7
3.21,45.7
1.67,44.4
4.19,65.9
6.81,98.8
6.66,68.4
5.3,85.1
6.51,98.9
6.24,64.7
7.71,80.9
5.25,67
4.78,71.1
7.25,91.4
2.89,68
3.94,56.9
6.87,81.9
7.83,77.6
3.37,56.7
4.72,55
6.7,88
4.15,47.3
3.24,48.9
0.52,32
1.7,43.5
2.65,46.7
3.21,41.6
6.21,89.6
1.33,66.3
0.58,28.4
4.7,82.6
0.08,46.7
7.45,71.4
2.05,38.6
6.67,63.2
3.04,59.9
7.91,83.8
4.01,87.6
7.7,79.6
3.75,61.1
5.71,77.2
0.51,44.7
3.56,51.3
2.17,60.6
6.35,66.1
4.26,55.8
5.12,81.6
2.03,56.2
0.93,38.4
5.44,79.3
3.54,51
3.34,64.9
7.71,90.3
0.95,38.2
5.15,78.1
0.48,52.4
5.48,41.9
4.48,59.8
5.82,55.9
6.01,71.7
1.06,36.8
2.2,22.3
2.02,54.8
4.86,70.2
2.07,44.1
4.13,79.3
3.54,69
4.69,55.2
2.81,35.2
7.4,85.3
7.72,100
2.81,59.8
7.31,70.1
6.34,81.1
1.81,47.4
4.5,66
3.02,75.8
6.41,45.3
7.15,85.9
4.98,68.7
5.04,71
5.77,75.1
3.96,65.8
3.77,52.1
4.51,84.5
6.55,50.5
5.18,74.9
1.15,44.8
1.12,30.4
3.33,43.8
5.27,68.8
3.13,68.2
3.05,53.7
7.16,76.8
6.95,92.3
3.81,79.3
5.75,78.6
3.62,65.2
4.83,52
2.2,55.9
3.98,58.1
5.14,68.9
3.53,64.3
6.08,68
2.14,55.7
0.1,23.7
7.31,77.7
2.89,67.4
2.02,61.2
3.81,83.1
1.99,60.7
5.87,100
2.45,46.7
7.91,87
2.21,39.4
2.89,42.9
4.31,78.3
0.08,49.9
0.08,41.6
1.87,54.4
0.65,53.4
6.08,68
6.97,75.8
3.31,63.8
4.13,62.2
4.9,75.1
0.76,29.2
3.76,67.4
7.67,93.7
1.66,31.4
0.67,50.4
2.24,47.2
4.38,43.4
6.95,89.5
2.84,43
2.76,50.1
2.74,57.1
6.73,83.9
3.75,38.8
2.65,56.1
1.42,26.8
1,61.1
7.79,81.7
3.89,67.5
0.58,40.2
7.25,52.1
7.63,61.7
1.9,45.5
2.53,41.8
7.68,81.3
0.13,33.7
2.59,54.5
3.44,68.1
6.16,61.2
2.94,47.2
2.71,61
5.84,100
6.79,80.3
0.75,27.8
1.14,54.8
5.28,88.4
2.51,23.7
5.35,77.7
1.39,32
6.43,74.7
2.57,69.5
2.68,43.5
1.43,55.5
1.69,35.4
4.79,61.3
4.65,67.3
6.6,96.9
5.04,84.1
3.42,70.5
6.43,59.1
0.13,44.1
5.61,64.1
4.35,56.5
1.77,47.2
5.1,66.1
7.89,83.8
2.77,52.8
5.11,77.7
3.51,79.3
3.14,55.8
2.46,57.7
1.83,52.5
1.88,63.2
6.19,66.5
2.59,58.4
4.24,38
1.71,77.8
1.7,57.5
4.7,58.8
4.66,60.2
4.04,39.8
5.55,54.1
5.1,58.1
1.6,57.7
0.44,41.8
2.16,38.5
3.45,70.1
1.67,34.8
3.86,64.8
0.29,30
3.82,53.5
2.81,52.3
7.67,71.3
7.01,73.6
7.61,92.4
5.27,77
7.78,69.1
1.52,45.7
4.26,85
5.95,80
3.86,56
1.71,31.8
5.23,53.9
7.77,77.3
4.19,60.8
1.98,32.5
0.32,74.7
0.83,40.9
6.22,63.9
3.88,26.3
1.67,49.1
6.88,85.1
3.49,71
6.37,83.9
6.49,86.2
5.74,82.3
7.78,79
7.18,85.7
1,35.6
2.75,59.9
7.63,88.1
5.24,52.3
3.55,80.1
6.9,100
5.11,54.6
2.96,50.6
2.17,53.9
6.81,76.4
6.77,100
7.35,97.4
6.28,87
1.48,46.1
3.11,51
2.62,56.9
2.06,39.6
6.36,64.2
1,35.2
3.83,62.4
6.93,66.9
6.31,77.1
2.14,53.9
0.28,45.4
3.31,43.3
4.75,68.6
6.84,59.9
4.23,58.2
2.13,49
5.53,59.5
3.21,68.6
6.6,65.9
0.19,48.6
3.35,68.1
3.38,74.7
4.7,87.3
2.87,54.8
3.22,50.9
5.88,75.2
1.37,56
1.91,25.9
0.82,60.4
2.06,52.8
4.04,74
1.51,31
0.59,54.2
7.91,72.6
3.64,57.8
6.65,89.1
5.91,81.6
1.32,51.6
4.1,59.5
4.54,64.1
1.26,63.6
0.9,52.4
2.11,58.4
2.09,57.7
2.22,76.6
2.02,54.5
4.37,56
2.36,35.1
6.17,68.6
0.42,34.9
4.97,74.1
6.18,58.3
3.5,58.1
2.55,48.6
2.42,77.3
2.62,42.9
0.94,19.599
4.65,71.9
4.99,85.6
3.12,80.1
7.65,100
7.29,90.4
2.38,52
5.86,56.8
0.93,54.1
6.06,81.3
5.89,59.9
2.85,63.9
3.1,48.3
4.69,100
2.24,66
4.58,78.8
7.1,78.8
3.56,57.3
1.63,71.4
4.46,31.7
5.22,48.4
4.21,59.8
0.19,50.5
5.35,74.1
0.3,38.9
3.34,65.7
3.32,39.9
6.77,84.9
6.9,78
6.2,73.3
6.56,75
1.75,43.8
5.73,73.5
5.99,97.7
6.22,71.9
6.36,56.1
1.31,19.599
2.06,39.9
6.27,58.8
1.18,44.5
0.99,54.1
7.82,55.6
7.74,100
2.69,60.3
0.08,19.599
3.19,54.6
0.21,28.3
1.15,74.2
1.79,67.2
6.71,64.3
3,55.5
0.08,56.5
5.1,76
0.57,19.599
7.15,74.3
1.96,23.2
1.9,60.6
3.18,66.7
0.86,31.1
0.19,51.2
7.31,80.3
6.91,71.8
7.33,83.9
5.41,56.1
0.1,47.5
7.79,100
5.67,78.5
3.32,41.2
5.86,66.8
4.54,53.9
5.37,72.9
6.59,67.3
7.49,66.2
6.37,100
7.17,71.2
4.54,62.1
2.71,78.5
5.36,64.1
4.45,87.6
0.45,24.2
4.61,75
3.34,54.4
2.96,55.7
5.8,100
7.08,66.1
1.58,66.5
6.36,89.3
1.36,30.3
4.61,86.9
6.79,77.2
7.25,67.7
2.47,73.5
6.55,94.5
7.03,65.1
1.38,31.4
3.08,100
6.21,69
0.12,32.7
5.01,78.1
3.32,70.9
4.14,73.8
3.35,39.9
1.56,33
2.79,70.3
6.89,79.3
4.89,62
3.82,86.6
5.65,66
1.47,61.3
0.67,60.2
4.39,74.1
0.09,35.3
1.19,51.4
5.74,51.8
7.21,89.7
2.28,55.5
3.06,63.1
5.45,56.3
6.44,63.5
2.08,33.6
6.61,60.3
7.78,71
0.7,37.1
1.79,37.8
5.81,85.4
0.29,61.8
2.27,43.9
6.76,71.2
5.45,92.2
5.13,63
4.9,86.9
4.02,67.1
6.13,65.3
6.92,94.7
6.36,74.7
3.86,51.4
6.23,87.6
6.04,67.7
3.65,70.8
2.67,58.8
3.28,51.1
3.95,65.2
1.18,55
1.75,46.6
0.81,23.4
0.58,62.6
4.53,64.4
5.58,92.5
4.91,65.7
5.82,76.3
3.25,41.9
6.39,67
5.98,63.1
5.69,74.6
6.13,73.6
1.85,56.1
4.56,72.4
6.2,74.1
0.79,35.8
1.98,48
3.93,58.5
3.31,75.8
7.31,82
6.01,54.9
0.33,35
3.72,44.3
6.1,75.7
5.35,82.2
4.3,67.4
0.68,44
7.32,67.1
3.32,37.9
1.16,38.6
0.68,44.1
6.28,97.3
4.9,74.5
2.01,55.3
4.26,66.8
7.57,80.3
3.94,93
3.13,80.8
2.46,69.5
1.46,40.1
7.28,78.2
1.37,57.6
0.44,45.1
1.14,49.1
1.46,35.3
